Name,Year,Genre,Platform,Publisher,Global_Sales
Gummy Bears Mini Golf,2010.0,Sports,DS,Storm City Games,0.05
Company of Heroes,2006.0,Strategy,PC,THQ,0.05
Rock Band Country Track Pack 2,2011.0,Misc,X360,MTV Games,0.05
Color Cross,2008.0,Misc,DS,Rising Star Games,0.05
Gaist Crusher,2013.0,Action,3DS,Capcom,0.05
Punch King,2002.0,Fighting,GBA,Acclaim Entertainment,0.05
Silent Hunter: Wolves of the Pacific,2007.0,Simulation,PC,Ubisoft,0.05
World Championship Pool 2004,2004.0,Sports,PS2,Jaleco,0.05
V-Rally 3,2002.0,Racing,GBA,Atari,0.05
The Dark Spire,2008.0,Role-Playing,DS,Success,0.05
Kakuto Chojin,2002.0,Fighting,XB,Microsoft Game Studios,0.05
Beyond Oasis,1993.0,Role-Playing,GEN,Sega,0.05
Forza Motorsport 3: Ultimate Edition,2010.0,Racing,X360,Microsoft Game Studios,0.05
Robotech: Invasion,2004.0,Shooter,XB,Global Star,0.05
Wii de Asobu Chibi-Robo!,2009.0,Adventure,Wii,Nintendo,0.05
Romance of the Three Kingdoms VI: Awakening of the Dragon,1998.0,Strategy,PS,Tecmo Koei,0.05
To Heart 2 DX Plus,2011.0,Adventure,PS3,Aqua Plus,0.05
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,2011.0,Adventure,PSP,Namco Bandai Games,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),2006.0,Action,PS2,Namco Bandai Games,0.05
Frogger: Ancient Shadow,2005.0,Platform,GC,Konami Digital Entertainment,0.05
Snoopy vs the Red Baron,2006.0,Adventure,PSP,Namco Bandai Games,0.05
Jonah Lomu Rugby Challenge,2011.0,Sports,PC,Home Entertainment Suppliers,0.05
Pet Vet: Down Under,2009.0,Simulation,DS,Deep Silver,0.05
World Series of Poker: Tournament of Champions 2007 Edition,2006.0,Misc,Wii,Activision,0.05
National Geographic Challenge!,2011.0,Misc,PS3,Black Bean Games,0.05
Raze's Hell,2005.0,Shooter,XB,Majesco Entertainment,0.05
Rain (2013),2013.0,Adventure,PS3,Sony Computer Entertainment,0.05
Billy the Wizard: Rocket Broomstick Racing,2007.0,Racing,Wii,Metro 3D,0.05
Pool Party,2007.0,Sports,Wii,SouthPeak Games,0.05
Microsoft Train Simulator,2001.0,Simulation,PC,Microsoft Game Studios,0.05
Shin Megami Tensei NINE,2002.0,Role-Playing,XB,Atlus,0.05
Magic Carpet,1995.0,Shooter,PS,Electronic Arts,0.05
Hoshigami: Ruining Blue Earth,2001.0,Role-Playing,PS,Max Five,0.05
GunPey DS,2006.0,Puzzle,DS,Atari,0.05
Cabela's African Safari,2006.0,Sports,PSP,Activision Value,0.05
Wing Island,2006.0,Simulation,Wii,Konami Digital Entertainment,0.05
Utawarerumono: Itsuwari no Kamen,2015.0,Adventure,PS3,Aqua Plus,0.05
Clever Kids: Creepy Crawlies,2009.0,Action,DS,Midas Interactive Entertainment,0.05
Supreme Commander,2007.0,Strategy,PC,THQ,0.05
NightCaster II: Equinox,2002.0,Action,XB,Jaleco,0.05
F1 2015,2015.0,Racing,PC,Codemasters,0.05
SD Gundam G Generation World,2011.0,Strategy,Wii,Namco Bandai Games,0.05
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008.0,Role-Playing,DS,Square Enix,0.05
Galaxy Racers,2010.0,Racing,DS,Ubisoft,0.05
Wonder World Amusement Park,2008.0,Misc,Wii,Majesco Entertainment,0.05
Bubble Bobble Revolution,2005.0,Puzzle,DS,Atari,0.05
Game of Thrones (Telltale),2015.0,Adventure,PS4,Telltale Games,0.05
Time Crisis: Project Titan,2001.0,Shooter,PS,Namco Bandai Games,0.05
Ys: The Ark of Napishtim,2006.0,Role-Playing,PSP,Konami Digital Entertainment,0.05
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011.0,Action,DS,Namco Bandai Games,0.05
Crusader: No Remorse,1996.0,Adventure,PS,Electronic Arts,0.05
Black & Bruised,2003.0,Fighting,GC,Vivendi Games,0.05
MiniCopter: Adventure Flight,2007.0,Simulation,Wii,505 Games,0.05
Shaun the Sheep,2008.0,Adventure,DS,D3Publisher,0.05
Fast & Furious: Showdown,2013.0,Action,X360,Activision,0.05
World Championship Poker: Featuring Howard Lederer - All In,2006.0,Misc,X360,Oxygen Interactive,0.05
Test Drive: Ferrari Legends,2012.0,Racing,X360,Atari,0.05
Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,GC,Ubisoft,0.05
FIFA Manager 12,2011.0,Sports,PC,Electronic Arts,0.05
Full Spectrum Warrior: Ten Hammers,2006.0,Strategy,XB,THQ,0.05
River City Soccer Hooligans,2010.0,Sports,DS,Arc System Works,0.05
Shin Hayarigami,2014.0,Adventure,PSV,Nippon Ichi Software,0.05
TMNT,2007.0,Action,DS,Ubisoft,0.05
Turok: Dinosaur Hunter,1997.0,Shooter,N64,Acclaim Entertainment,0.05
Puyo Puyo Tetris,2014.0,Puzzle,PSV,Sega,0.05
Taiko no Tatsujin Portable 2,2006.0,Misc,PSP,Namco Bandai Games,0.05
Gitaroo Man,2001.0,Misc,PS2,THQ,0.05
Super Bubble Pop,2003.0,Puzzle,GC,Jaleco,0.05
Mafia,2002.0,Action,PC,Take-Two Interactive,0.05
Rapala Fishing Frenzy 2009,2008.0,Sports,X360,Activision,0.05
Ride to Hell,2013.0,Racing,PS3,Deep Silver,0.05
Arctic Tale,2007.0,Adventure,Wii,Zoo Digital Publishing,0.05
Balloon Pop,2007.0,Puzzle,Wii,505 Games,0.05
XBLAZE Code: Embryo,2013.0,Adventure,PSV,Arc System Works,0.05
Black Mirror 2,2009.0,Adventure,PC,DTP Entertainment,0.05
Time Travelers,2012.0,Adventure,PSV,Level 5,0.05
Amnesia Later,2012.0,Misc,PSP,Idea Factory,0.05
B-Boy,2006.0,Misc,PSP,Sony Computer Entertainment,0.05
Cocoto Kart Racer,2004.0,Racing,DS,Big Ben Interactive,0.05
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011.0,Adventure,PSV,ChunSoft,0.05
Intellivision Lives!,2004.0,Misc,XB,Crave Entertainment,0.05
Crazy Chicken: Atlantis Quest,2007.0,Platform,DS,Phenomedia,0.05
Test Drive Le Mans,1999.0,Racing,PS,Infogrames,0.05
Counter Force,2007.0,Shooter,Wii,505 Games,0.05
Monster Jam: Maximum Destruction,2002.0,Racing,GC,Ubisoft,0.05
Professor Heinz Wolff's Gravity,2008.0,Puzzle,DS,Deep Silver,0.05
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Wii,Take-Two Interactive,0.05
Big Air Freestyle,2002.0,Racing,GC,Atari,0.05
Rimo-Cocoron,2001.0,Action,PS2,Sony Computer Entertainment,0.05
Rugby World Cup 2015,2015.0,Sports,X360,Ubisoft,0.05
Mike Tyson Heavyweight Boxing,2002.0,Sports,XB,Codemasters,0.05
To Love-Ru Trouble Darkness: Battle Ecstasy,2014.0,Action,PSV,FuRyu,0.05
The Berenstain Bears and the Spooky Old Tree,2005.0,Platform,GBA,Namco Bandai Games,0.05
Lux-Pain,2008.0,Adventure,DS,Rising Star Games,0.05
Ford Bold Moves Street Racing,2006.0,Racing,PSP,Xplosiv,0.05
Cabela's Trophy Bucks,2007.0,Sports,X360,Activision Value,0.05
Hakuouki: Bakumatsu Musou Roku,2012.0,Action,PSP,Idea Factory,0.05
Mahjong 3D: Warriors of the Emperor,2011.0,Misc,3DS,DTP Entertainment,0.05
Hiiro no Kakera DS,2008.0,Adventure,DS,Idea Factory,0.05
March of the Penguins,2006.0,Adventure,DS,Zoo Digital Publishing,0.05
Rock of the Dead,2010.0,Shooter,X360,Conspiracy Entertainment,0.05
Arcana Famiglia: La storia della Aracana Famiglia,2011.0,Adventure,PSP,Comfort,0.05
Tokyo Ghoul: Jail,2015.0,Racing,PSV,Namco Bandai Games,0.05
City Life: World Edition,2007.0,Simulation,PC,Monte Christo Multimedia,0.05
The Misadventures of Tron Bonne,1999.0,Adventure,PS,Eidos Interactive,0.05
Centipede: Infestation,2011.0,Shooter,3DS,Atari,0.05
Wolfenstein,2009.0,Shooter,PC,Activision,0.05
Hero Bank 2,2014.0,Role-Playing,3DS,Sega,0.05
Atelier Ayesha: The Alchemist of Dusk,2014.0,Role-Playing,PSV,Tecmo Koei,0.05
Brave Story: New Traveller (jp sales),2006.0,Role-Playing,PSP,Sony Computer Entertainment,0.05
Black Jack vs. Matsudajun,2000.0,Misc,PS,Pony Canyon,0.05
Arslan: The Warriors of Legend,2015.0,Action,PS3,Tecmo Koei,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,Shooter,X360,Activision,0.05
Wrath Unleashed,2004.0,Strategy,XB,LucasArts,0.05
Yoru no Nai Kuni,2015.0,Role-Playing,PS3,Tecmo Koei,0.05
Garou Densetsu 3: Road to the Final Victory,1996.0,Fighting,SAT,SNK,0.05
Bleach: Soul Carnival,2008.0,Fighting,PSP,Sony Computer Entertainment,0.05
Double Dragon Advance,2003.0,Action,GBA,Atlus,0.05
Sesame Street: Elmo's A-to-Zoo Adventure,2010.0,Misc,PC,Warner Bros. Interactive Entertainment,0.05
Family Fortunes,2009.0,Misc,DS,Mindscape,0.05
The Bible Game,2005.0,Misc,XB,Crave Entertainment,0.05
Inspector Gadget: Gadget's Crazy Maze,2001.0,Puzzle,PS,Ubisoft,0.05
World Fantasista,2002.0,Sports,PS2,SquareSoft,0.05
Yager,2003.0,Shooter,XB,THQ,0.05
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,DS,Take-Two Interactive,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006.0,Misc,DS,Nintendo,0.05
Toukiden Kiwami,2014.0,Action,PSP,Tecmo Koei,0.05
Grey's Anatomy: The Video Game,2009.0,Adventure,DS,Ubisoft,0.05
Tropico 3,2009.0,Strategy,PC,Kalypso Media,0.05
Looney Tunes: Cartoon Conductor,2008.0,Misc,DS,Eidos Interactive,0.05
Avatar: The Game,2009.0,Action,PC,Ubisoft,0.05
Futurama,2003.0,Platform,XB,SCi,0.05
Pool Hall Pro,2009.0,Sports,Wii,Playlogic Game Factory,0.05
Nazo Waku Yakata: Oto no Ma ni Ma ni,2011.0,Misc,3DS,Capcom,0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999.0,Racing,N64,Takara,0.05
Mighty No. 9,2016.0,Platform,PS4,Deep Silver,0.05
Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,PC,Electronic Arts,0.05
Ape Escape,2010.0,Platform,PS3,Sony Computer Entertainment,0.05
Activision Anthology,2003.0,Misc,GBA,Activision,0.05
Gray Matter,2011.0,Adventure,X360,DTP Entertainment,0.05
Thrillville: Off the Rails,2007.0,Strategy,DS,LucasArts,0.05
LEGO Friends,2013.0,Action,3DS,Warner Bros. Interactive Entertainment,0.05
Secret Files: Tunguska,2006.0,Adventure,PC,DreamCatcher Interactive,0.05
Wayne Gretzky's 3D Hockey '98,1997.0,Sports,PS,GT Interactive,0.05
Nanda's Island,2009.0,Puzzle,DS,Phenomedia,0.05
Hakuouki SSL: Sweet School Life,2014.0,Adventure,PSV,Idea Factory,0.05
Trigger Man,2004.0,Shooter,XB,Crave Entertainment,0.05
Kimi ni Todoke: Tsutaeru Kimochi,2011.0,Adventure,DS,Banpresto,0.05
Nora to Koku no Koubou: Kiri no Mori no Majo,2011.0,Role-Playing,DS,Atlus,0.05
Bad Boys: Miami Takedown,2004.0,Shooter,GC,Empire Interactive,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,Shooter,WiiU,Activision,0.05
Short Track Racing: Trading Paint,2009.0,Racing,PS2,THQ,0.05
Game no Kanzume Vol 1,1994.0,Misc,SCD,Sega,0.05
Rat Attack!,1999.0,Puzzle,PS,Mindscape,0.04
Jewel Master: Cradle Of Rome 2,2011.0,Puzzle,PC,Rising Star Games,0.04
National Geographic Panda (US sales),2008.0,Simulation,DS,Ubisoft,0.04
Sushi Go-Round,2010.0,Simulation,DS,Asylum Entertainment,0.04
Danny Phantom: Urban Jungle,2006.0,Action,DS,THQ,0.04
Sotsugyou II: Neo Generation,1995.0,Simulation,PS,Riverhillsoft,0.04
Summon Night Craft Sword Monogatari: Hajimari no Ishi,2005.0,Role-Playing,GBA,Banpresto,0.04
The King of Fighters 2002: Unlimited Match,2009.0,Fighting,PS2,SNK Playmore,0.04
Art of Fighting Anthology,2006.0,Fighting,PS2,Crave Entertainment,0.04
Rapala Trophies,2006.0,Sports,PSP,Activision,0.04
Phoenix Wright: Revived Turnabout,2008.0,Misc,DS,Capcom,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),2007.0,Role-Playing,PS2,Nippon Ichi Software,0.04
Runaway: A Twist of Fate,2009.0,Adventure,PC,Focus Home Interactive,0.04
Cheer We Go!,2010.0,Misc,DS,Natsume,0.04
The Tale of Despereaux,2008.0,Platform,Wii,Brash Entertainment,0.04
The Hustle: Detroit Streets,2006.0,Sports,PS2,Activision,0.04
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995.0,Misc,SAT,Sega,0.04
Tomoyo After: It's a Wonderful Life CS Edition,2009.0,Adventure,PSP,Prototype,0.04
Guilty Gear XX Accent Core,2007.0,Fighting,PS2,Unknown,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005.0,Misc,DS,Success,0.04
Atelier Escha & Logy: Alchemists of the Dusk Sky,2015.0,Role-Playing,PSV,Tecmo Koei,0.04
Millipede / Super Breakout / Lunar Lander,2005.0,Misc,GBA,Zoo Digital Publishing,0.04
World Trigger: Borderless Mission,2015.0,Action,PSV,Namco Bandai Games,0.04
Disney's Donald Duck: Goin' Quackers,2002.0,Platform,GC,Ubisoft,0.04
Assault Rigs,1996.0,Action,PS,Electronic Arts Victor,0.04
Backyard Baseball '09,2008.0,Sports,Wii,Atari,0.04
World Championship Spelling,2010.0,Misc,DS,505 Games,0.04
Yes! PreCure 5,2007.0,Action,DS,Namco Bandai Games,0.04
Bionicle Heroes,2007.0,Shooter,Wii,Eidos Interactive,0.04
Tom Clancy's HAWX,2009.0,Action,PC,Ubisoft,0.04
Exist Archive: The Other Side of the Sky,2015.0,Role-Playing,PSV,Aksys Games,0.04
Honda ATV Fever,2010.0,Racing,Wii,Storm City Games,0.04
Operation Flashpoint: Elite,2005.0,Shooter,XB,Codemasters,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,Misc,PS4,Tecmo Koei,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",2001.0,Action,PS,Red Storm Entertainment,0.04
Front Mission,2007.0,Strategy,DS,Square Enix,0.04
Dead Island Definitive Collection,2016.0,Action,XOne,Deep Silver,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,2008.0,Misc,DS,Nintendo,0.04
Rugby Challenge 3,2016.0,Sports,PS3,Alternative Software,0.04
Boktai 2: Solar Boy Django,2004.0,Role-Playing,GBA,Konami Digital Entertainment,0.04
Praetorians,2003.0,Strategy,PC,Eidos Interactive,0.04
Candace Kane's Candy Factory,2008.0,Action,DS,Destineer,0.04
Nobunaga's Ambition (3DS),2013.0,Simulation,3DS,Tecmo Koei,0.04
Angelique Duet,1998.0,Strategy,PS,Tecmo Koei,0.04
Shin Fortune Quest: Sokutaku no Kishi,1996.0,Misc,PS,Media Works,0.04
Resident Evil 6,2012.0,Shooter,PC,Capcom,0.04
Crushed Baseball,2004.0,Sports,GBA,Summitsoft,0.04
Dark Arena,2002.0,Shooter,GBA,THQ,0.04
Just Sing! Vol. 2,2011.0,Misc,DS,PQube,0.04
Heatseeker,2007.0,Action,PSP,Codemasters,0.04
IL-2 Sturmovik: 1946,2006.0,Simulation,PC,Ubisoft,0.04
Jerry Rice and Nitus' Dog Football,2011.0,Sports,Wii,Tommo,0.04
TOCA Race Driver 2,2004.0,Racing,XB,Codemasters,0.04
I.Q. Remix+: Intelligent Qube,2000.0,Puzzle,PS2,Sony Computer Entertainment,0.04
Sébastien Loeb Rally Evo,2016.0,Racing,PS4,Milestone S.r.l,0.04
Growlanser,2009.0,Role-Playing,PSP,Atlus,0.04
Trollz: Hair Affair!,2005.0,Misc,GBA,Ubisoft,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007.0,Misc,PS2,Paon,0.04
Grand Slam,1997.0,Misc,PS,Virgin Interactive,0.04
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009.0,Action,DS,Namco Bandai Games,0.04
The King of Fighters 2000,2002.0,Fighting,PS2,Playmore,0.04
Coraline,2009.0,Action,DS,D3Publisher,0.04
FIFA Street 2,2006.0,Sports,DS,Electronic Arts,0.04
M&M's Beach Party,2009.0,Misc,Wii,Zoo Digital Publishing,0.04
Dead Head Fred,2007.0,Action,PSP,D3Publisher,0.04
D.C.F.S.: Da Capo Four Seasons,2005.0,Adventure,PS2,Kadokawa Shoten,0.04
Hyperdimension Neptunia mk2,2014.0,Action,PSV,Compile Heart,0.04
Disney's Meet the Robinsons,2007.0,Action,GC,Disney Interactive Studios,0.04
Hanayori Danshi: Koi Seyo Onago,2008.0,Adventure,DS,Konami Digital Entertainment,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009.0,Misc,Wii,Nintendo,0.04
Puyo Puyo Tetris,2014.0,Puzzle,PS3,Sega,0.04
Sonic the Hedgehog 2 (8-bit),1992.0,Platform,GG,Sega,0.04
FlatOut 2,2006.0,Racing,XB,Empire Interactive,0.04
Rogue Trooper,2006.0,Shooter,PS2,Eidos Interactive,0.04
Spy Fiction,2003.0,Action,PS2,Sega,0.04
R.B.I. Baseball 2016,2016.0,Sports,XOne,MLB.com,0.04
Justice League: Chronicles,2003.0,Platform,GBA,Midway Games,0.04
Resident Evil Director's Cut,2006.0,Action,PS3,Capcom,0.04
Doko Demo Issho: Let's Gakkou!,2006.0,Misc,PSP,Sony Computer Entertainment,0.04
Monster Trux Arenas: Special Edition,2007.0,Racing,Wii,Popcorn Arcade,0.04
Conflict: Desert Storm II - Back to Bagdhad,2004.0,Shooter,GC,SCi,0.04
Top Gun,2006.0,Simulation,DS,505 Games,0.04
Gem Smashers,2011.0,Platform,3DS,Crave Entertainment,0.04
Split/Second,2010.0,Racing,PC,Disney Interactive Studios,0.04
B's-LOG Party♪,2010.0,Adventure,PSP,Idea Factory,0.04
King Arthur,2004.0,Action,GC,Konami Digital Entertainment,0.04
Chicken Shoot,2005.0,Action,GBA,Zoo Digital Publishing,0.04
Dai Senryaku VII: Modern Military Tactics,2003.0,Strategy,XB,Kool Kizz,0.04
Gormiti: The Lords of Nature!,2010.0,Adventure,Wii,Konami Digital Entertainment,0.04
White Album 2: Shiawase no Mukougawa,2012.0,Adventure,PS3,Aqua Plus,0.04
Painkiller: Hell & Damnation,2013.0,Shooter,PS3,Nordic Games,0.04
Go Go Ackman 3,1995.0,Platform,SNES,Banpresto,0.04
WSC Real 11: World Snooker Championship,2011.0,Sports,X360,Koch Media,0.04
Advance Guardian Heroes,2004.0,Role-Playing,GBA,Ubisoft,0.04
Casual Mania!,2010.0,Puzzle,DS,Foreign Media Games,0.04
Castle of Shikigami III,2007.0,Shooter,Wii,PQube,0.04
Star X,2002.0,Shooter,GBA,BAM! Entertainment,0.04
Jewel Quest 5: The Sleepless Star,2011.0,Action,PC,Astragon,0.04
Get Up and Dance,2011.0,Misc,PS3,O-Games,0.04
The King of Fighters Kyo,1998.0,Fighting,PS,SNK Playmore,0.04
Yowamushi Pedal,2015.0,Action,3DS,Namco Bandai Games,0.04
WarTech: Senko no Ronde,2006.0,Fighting,X360,Ubisoft,0.04
Record of Agarest War: Marriage,2012.0,Role-Playing,PSP,Compile Heart,0.04
San-X Land: Theme Park de Asobou!,2006.0,Action,DS,MTO,0.04
Corpse Party: Book of Shadows,2011.0,Adventure,PSP,5pb,0.04
428: Fuusa Sareta Shibuya de,2009.0,Adventure,PSP,Spike,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006.0,Adventure,PS2,Konami Digital Entertainment,0.04
Starry ? Sky: After Spring,2009.0,Misc,PSP,Aqua Plus,0.04
Life is Strange,2016.0,Adventure,PC,Square Enix,0.04
Need for Speed: ProStreet,2007.0,Racing,PC,Electronic Arts,0.04
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008.0,Action,DS,Takara Tomy,0.04
Mechanic Escape,2012.0,Platform,PS3,D3Publisher,0.04
Pro Evolution Soccer 2016,2015.0,Sports,PC,Konami Digital Entertainment,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,2008.0,Adventure,DS,Spike,0.04
True Love Story 3,2001.0,Simulation,PS2,Enterbrain,0.04
Little Battlers eXperience W,2012.0,Role-Playing,PSV,Level 5,0.04
The Smurfs,1998.0,Action,PS,Infogrames,0.04
Strike Force Bowling,2004.0,Sports,XB,Crave Entertainment,0.04
Chessmaster,2002.0,Misc,GBA,Ubisoft,0.04
Blood Will Tell: Tezuka Osamu's Dororo,2004.0,Adventure,PS2,Sega,0.04
The Kore Gang,2010.0,Platform,Wii,Flashpoint Games,0.04
Red Ninja: End of Honor,2005.0,Action,PS2,Vivendi Games,0.04
Kanuchi: Shiroki Tsubasa no Shou,2008.0,Adventure,PS2,Idea Factory,0.04
Summer Athletics 2009,2009.0,Sports,X360,49Games,0.04
SX Superstar,2003.0,Racing,XB,Acclaim Entertainment,0.04
Katekyoo Hitman Reborn! Battle Arena,2008.0,Fighting,PSP,Marvelous Interactive,0.04
Saint Seiya: The Hades,2006.0,Fighting,PS2,Namco Bandai Games,0.04
Saki Portable,2010.0,Adventure,PSP,Alchemist,0.04
Riding Stables: The Whitakers present Milton and Friends,2011.0,Sports,3DS,DTP Entertainment,0.04
Naruto Shippuuden: Shinobi Retsuden III,2009.0,Action,DS,Takara Tomy,0.04
Metal Gear Solid: Digital Graphic Novel,2006.0,Misc,PSP,Konami Digital Entertainment,0.04
Max & the Magic Marker,2011.0,Platform,Wii,Unknown,0.04
Outlaw Tennis,2005.0,Sports,XB,Global Star,0.04
Free Running,2009.0,Sports,Wii,Reef Entertainment,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013.0,Simulation,PS3,Namco Bandai Games,0.04
Barnyard,2006.0,Action,Wii,THQ,0.04
SPRay,2008.0,Action,Wii,Tecmo Koei,0.04
No Rules: Get Phat,2001.0,Action,GBA,TDK Mediactive,0.04
Battle Rage,2008.0,Shooter,Wii,Popcorn Arcade,0.04
Zombi Daisuki,2011.0,Action,DS,ChunSoft,0.04
Igor: The Game,2008.0,Adventure,DS,Legacy Interactive,0.04
LEGO Indiana Jones: The Original Adventures,2008.0,Action,PC,LucasArts,0.04
Card Fight!! Vanguard G: Stride to Victory!!,2016.0,Misc,3DS,FuRyu,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006.0,Adventure,DS,Marvelous Interactive,0.04
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014.0,Action,3DS,FuRyu,0.04
Challenge Me: Maths Workout,2009.0,Puzzle,DS,Oxygen Interactive,0.04
The Invincible Iron Man,2002.0,Action,GBA,Activision,0.04
NASCAR 07,2006.0,Racing,XB,Electronic Arts,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,2016.0,Action,PSV,Nippon Ichi Software,0.04
Dance Dance Revolution Disney Mix,2000.0,Simulation,PS,Konami Digital Entertainment,0.04
Maken Shao: Demon Sword,2001.0,Action,PS2,Midas Interactive Entertainment,0.04
Playmobil Top Agents,2010.0,Action,DS,JoWood Productions,0.04
The Monkey King: The Legend Begins,2007.0,Shooter,Wii,Starfish,0.04
Super Robot Taisen OG Infinite Battle,2013.0,Fighting,PS3,Namco Bandai Games,0.04
Scaler,2004.0,Platform,XB,Global Star,0.04
Attack of the Movies 3D,2010.0,Shooter,X360,Majesco Entertainment,0.04
BeatMania IIDX 16: Empress + Premium Best,2009.0,Simulation,PS2,Konami Digital Entertainment,0.04
FIFA Soccer 2003 (weekly jp sales),2002.0,Sports,PS2,Electronic Arts,0.04
Emergency Room: Real Life Rescues,2009.0,Simulation,DS,505 Games,0.04
High Heat Baseball 2002,2001.0,Sports,PS,3DO,0.04
Utawarerumono: Futari no Hakuoro,2016.0,Misc,PS4,Aqua Plus,0.04
Puyo Pop Fever,2004.0,Puzzle,PSP,Ignition Entertainment,0.04
The Sims 2: Pets,2006.0,Simulation,PC,Electronic Arts,0.04
Hana to Ikimo no Rittai Zukan,2011.0,Misc,3DS,Nintendo,0.04
Bloody Roar Extreme,2003.0,Fighting,XB,Hudson Soft,0.04
Platinum Sudoku,2007.0,Puzzle,DS,Ubisoft,0.04
Kamen Rider: Battride War Genesis,2016.0,Action,PS3,Namco Bandai Games,0.04
Tennis Masters Series 2003,2002.0,Sports,XB,Microids,0.04
The Sims Deluxe,2002.0,Simulation,PC,Electronic Arts,0.04
Port Royale 2,2004.0,Strategy,PC,Ascaron Entertainment GmbH,0.04
Amagami,2014.0,Adventure,PSV,Kadokawa Games,0.04
Duke Nukem Trilogy: Critical Mass,2011.0,Shooter,DS,Deep Silver,0.04
MLB SlugFest 20-04,2003.0,Sports,GC,Midway Games,0.04
Pocket Pool,2007.0,Action,PSP,Conspiracy Entertainment,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005.0,Misc,DS,Sega,0.04
Lise no Atelier: Ordre no Renkinjutsushi,2007.0,Role-Playing,DS,Gust,0.04
Black & White,2001.0,Strategy,PC,Electronic Arts,0.04
NCIS,2011.0,Adventure,PC,Ubisoft,0.04
The Cube,2012.0,Action,Wii,Funbox Media,0.04
Company of Heroes: Tales of Valor,2009.0,Strategy,PC,THQ,0.04
Myth Makers: Trixie in Toyland,2008.0,Platform,Wii,Popcorn Arcade,0.04
NatGeo Challenge! Wild Life,2010.0,Misc,Wii,Black Bean Games,0.04
Breath of Fire III,2005.0,Role-Playing,PSP,Capcom,0.04
Torino 2006,2006.0,Sports,XB,Take-Two Interactive,0.04
Devil May Cry 4,2008.0,Action,PC,Capcom,0.04
Amnesia,2011.0,Adventure,PSP,Idea Factory,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006.0,Misc,DS,Nintendo,0.04
Fashion Week Jr. Designer,2009.0,Simulation,DS,505 Games,0.04
Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011.0,Puzzle,DS,Unknown,0.04
Sherlock Holmes: Secret of The Silver Earring,2010.0,Adventure,Wii,Focus Home Interactive,0.04
Metal Slug 4 & 5,2005.0,Shooter,XB,SNK Playmore,0.04
Great Battle Full Blast,2012.0,Action,PSP,Namco Bandai Games,0.04
Guilty Gear XX Accent Core,2007.0,Fighting,Wii,505 Games,0.04
Hitman (2016),2016.0,Action,PS4,Square Enix,0.04
World Poker Tour,2006.0,Misc,PSP,Take-Two Interactive,0.04
